row_id,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,is_pdays_missing,has_previous_contact,balance_shifted,log_balance,campaign_group
34213,57,unemployed,married,primary,no,2743,no,no,cellular,29,jan,1,-1,0,unknown,0,1,0,10762.0,9.283869605264298,1
14234,39,blue-collar,married,primary,no,104,yes,no,unknown,4,jun,2,-1,0,unknown,0,1,0,8123.0,9.002577922700276,2
10037,31,technician,married,secondary,no,4941,yes,no,unknown,23,may,1,-1,0,unknown,0,1,0,12960.0,9.469700127423375,1
32391,38,admin.,married,secondary,no,-650,no,no,unknown,16,may,1,-1,0,unknown,0,1,0,7369.0,8.905172985183382,1
16652,43,technician,married,secondary,no,463,no,no,unknown,3,jun,1,-1,0,unknown,0,1,0,8482.0,9.045819439807735,1
15114,38,admin.,married,secondary,no,1073,yes,no,unknown,21,may,2,-1,0,unknown,0,1,0,9092.0,9.115260165725912,2
1731,45,technician,married,secondary,no,2981,yes,yes,cellular,29,mar,3,311,3,failure,0,0,1,11000.0,9.305741456739435,3_to_4
35439,35,management,single,tertiary,no,250,no,no,unknown,19,jun,2,-1,0,unknown,0,1,0,8269.0,9.020389788017736,2
36166,27,management,single,tertiary,no,2559,yes,no,cellular,6,may,1,-1,0,unknown,0,1,0,10578.0,9.266626182986775,1
14541,40,retired,married,tertiary,no,794,no,no,unknown,9,may,1,-1,0,unknown,0,1,0,8813.0,9.084096645401932,1
28814,83,retired,married,tertiary,no,6236,no,no,cellular,2,feb,2,-1,0,unknown,0,1,0,14255.0,9.56493314971059,2
9296,29,management,single,tertiary,no,1566,yes,no,unknown,4,jun,1,-1,0,unknown,0,1,0,9585.0,9.168058979719577,1
3080,49,technician,divorced,unknown,no,387,no,no,cellular,28,jan,1,-1,0,unknown,1,1,0,8406.0,9.036819971135296,1
12713,38,blue-collar,married,secondary,no,2283,yes,no,cellular,14,jul,3,-1,0,unknown,0,1,0,10302.0,9.240190393945069,3_to_4
23745,35,services,divorced,secondary,no,6,no,no,cellular,2,feb,1,-1,0,unknown,0,1,0,8025.0,8.990441550826862,1
24565,30,services,single,tertiary,no,717,yes,yes,cellular,15,may,1,-1,0,unknown,0,1,0,8736.0,9.075322160298095,1
11516,41,blue-collar,married,secondary,no,4900,yes,no,telephone,31,jul,2,-1,0,unknown,0,1,0,12919.0,9.466531777336593,2
11193,35,technician,married,tertiary,no,416,no,no,cellular,11,aug,4,-1,0,unknown,0,1,0,8435.0,9.040263541598666,3_to_4
20593,37,admin.,married,primary,no,7208,no,no,unknown,16,jun,1,-1,0,unknown,0,1,0,15227.0,9.630891117502388,1
35669,45,management,married,tertiary,no,623,no,no,cellular,9,sep,3,-1,0,unknown,0,1,0,8642.0,9.064505023752638,3_to_4
27923,38,admin.,married,secondary,no,-295,no,no,cellular,14,jul,3,-1,0,unknown,0,1,0,7724.0,8.952217101765946,3_to_4
28722,32,management,married,tertiary,no,1570,no,no,cellular,4,aug,1,-1,0,unknown,0,1,0,9589.0,9.168476167877484,1
19358,49,blue-collar,married,secondary,no,-55,no,no,unknown,17,jun,3,-1,0,unknown,0,1,0,7964.0,8.98281222234415,3_to_4
3608,29,unemployed,single,tertiary,no,0,yes,no,cellular,9,feb,3,12,3,other,0,0,1,8019.0,8.98969370086056,3_to_4
7259,44,technician,married,secondary,no,135,yes,no,cellular,8,may,3,-1,0,unknown,0,1,0,8154.0,9.006386515055114,3_to_4
27837,33,blue-collar,single,secondary,no,550,yes,no,unknown,9,may,1,-1,0,unknown,0,1,0,8569.0,9.056023011591826,1
15987,45,admin.,single,secondary,no,-342,no,yes,unknown,30,jun,1,-1,0,unknown,0,1,0,7677.0,8.946114375560743,1
22711,37,retired,married,secondary,no,71,no,yes,cellular,8,may,1,-1,0,unknown,0,1,0,8090.0,8.99850761180784,1
23383,46,technician,divorced,secondary,no,0,yes,yes,cellular,8,may,1,262,1,other,0,0,1,8019.0,8.98969370086056,1
21210,58,management,married,tertiary,no,4152,yes,no,telephone,14,nov,1,-1,0,unknown,1,1,0,12171.0,9.406893511016861,1
35693,36,technician,single,secondary,no,310,no,no,cellular,21,aug,2,-1,0,unknown,0,1,0,8329.0,9.027618735160889,2
25177,44,blue-collar,married,secondary,no,1,yes,no,unknown,7,may,2,-1,0,unknown,0,1,0,8020.0,8.989818381366925,2
15233,27,technician,married,tertiary,no,10451,yes,no,cellular,2,feb,1,-1,0,unknown,0,1,0,18470.0,9.82395721357932,1
15224,30,admin.,single,secondary,no,609,yes,no,cellular,6,may,1,-1,0,unknown,0,1,0,8628.0,9.062883902508307,1
22176,36,services,single,secondary,no,948,no,yes,cellular,29,jan,2,-1,0,unknown,0,1,0,8967.0,9.101417964751995,2
7435,50,admin.,married,secondary,no,697,no,no,cellular,14,aug,4,-1,0,unknown,0,1,0,8716.0,9.073030421011577,3_to_4
19397,80,retired,married,primary,no,1021,no,no,telephone,26,feb,1,-1,0,unknown,0,1,0,9040.0,9.109525066737367,1
16048,45,blue-collar,married,secondary,no,8680,yes,no,unknown,13,may,1,-1,0,unknown,0,1,0,16699.0,9.723163998404846,1
5174,35,admin.,single,secondary,no,-413,yes,no,unknown,23,may,1,-1,0,unknown,0,1,0,7606.0,8.936824154997302,1
11607,33,management,married,tertiary,no,1138,no,no,cellular,28,aug,4,-1,0,unknown,0,1,0,9157.0,9.12238309321704,3_to_4
33937,31,blue-collar,married,secondary,no,1117,yes,no,unknown,28,may,3,-1,0,unknown,0,1,0,9136.0,9.120087382998621,3_to_4
18884,35,blue-collar,married,secondary,no,2926,yes,no,cellular,8,apr,1,292,25,failure,0,0,1,10945.0,9.300729371703863,1
26242,35,services,divorced,secondary,no,-504,no,no,cellular,10,jul,1,-1,0,unknown,0,1,0,7515.0,8.924789360533357,1
8026,47,blue-collar,divorced,primary,no,603,yes,yes,cellular,8,may,1,-1,0,unknown,1,1,0,8622.0,9.062188330952324,1
1742,57,unemployed,married,primary,no,0,no,no,unknown,9,jun,1,-1,0,unknown,0,1,0,8019.0,8.98969370086056,1
19000,48,technician,married,secondary,no,0,no,no,cellular,28,jan,1,-1,0,unknown,0,1,0,8019.0,8.98969370086056,1
16260,47,entrepreneur,married,unknown,no,676,yes,yes,cellular,14,may,2,364,3,failure,0,0,1,8695.0,9.070618428801046,2
4866,37,management,married,tertiary,no,981,no,no,cellular,22,aug,2,-1,0,unknown,0,1,0,9000.0,9.105090961257085,2
19552,35,self-employed,married,secondary,no,5613,yes,no,cellular,28,jul,3,-1,0,unknown,1,1,0,13632.0,9.520248603186129,3_to_4
12761,27,unemployed,single,tertiary,no,1,no,no,cellular,3,feb,2,-1,0,unknown,0,1,0,8020.0,8.989818381366925,2
17556,43,blue-collar,married,secondary,no,470,yes,yes,unknown,26,may,1,-1,0,unknown,0,1,0,8489.0,9.046644279305394,1
22285,27,management,single,tertiary,no,118,yes,no,unknown,9,may,3,-1,0,unknown,0,1,0,8137.0,9.004299728561636,3_to_4
24079,42,admin.,single,secondary,no,684,no,no,cellular,7,dec,1,186,1,success,0,0,1,8703.0,9.071537969095724,1
21265,55,technician,married,secondary,no,57,yes,no,unknown,12,jun,12,-1,0,unknown,0,1,0,8076.0,8.996775795442296,5_or_more
16856,46,blue-collar,married,primary,no,225,no,no,cellular,22,aug,6,-1,0,unknown,0,1,0,8244.0,9.0173622349937,5_or_more
12930,38,blue-collar,married,primary,no,506,yes,yes,unknown,12,jun,1,-1,0,unknown,0,1,0,8525.0,9.050875597325156,1
31687,38,management,married,tertiary,no,0,no,no,cellular,5,feb,2,-1,0,unknown,0,1,0,8019.0,8.98969370086056,2
28527,35,admin.,single,tertiary,no,994,no,no,cellular,2,feb,2,-1,0,unknown,0,1,0,9013.0,9.106534203250593,2
21188,32,management,married,tertiary,no,141,yes,yes,cellular,22,aug,13,-1,0,unknown,0,1,0,8160.0,9.007121989469242,5_or_more
23736,55,retired,married,secondary,no,708,yes,no,unknown,13,may,2,-1,0,unknown,0,1,0,8727.0,9.074291527512907,2
15250,45,technician,married,secondary,no,3460,no,no,cellular,27,aug,4,-1,0,unknown,0,1,0,11479.0,9.348361669873558,3_to_4
13603,38,management,divorced,tertiary,no,904,yes,no,unknown,8,may,1,-1,0,unknown,0,1,0,8923.0,9.096499555552423,1
17563,31,blue-collar,married,primary,no,0,yes,yes,unknown,12,may,4,-1,0,unknown,0,1,0,8019.0,8.98969370086056,3_to_4
9972,35,technician,married,secondary,yes,-1322,yes,no,cellular,30,jul,11,-1,0,unknown,0,1,0,6697.0,8.80956425335415,5_or_more
6104,39,technician,married,secondary,no,8,no,yes,cellular,13,aug,2,-1,0,unknown,0,1,0,8027.0,8.990690709916228,2
19303,40,technician,married,tertiary,yes,-2827,yes,yes,cellular,31,jul,1,-1,0,unknown,0,1,0,5192.0,8.555066843844319,1
28046,31,blue-collar,single,primary,no,71,yes,no,cellular,20,apr,3,336,6,failure,0,0,1,8090.0,8.99850761180784,3_to_4
15933,38,blue-collar,single,primary,no,-100,yes,no,unknown,21,may,2,-1,0,unknown,0,1,0,7919.0,8.977146484808472,2
1507,34,admin.,divorced,secondary,no,183,no,yes,unknown,4,jul,1,-1,0,unknown,0,1,0,8202.0,9.01225522000275,1
10920,45,technician,single,secondary,no,586,no,yes,cellular,28,jul,3,-1,0,unknown,0,1,0,8605.0,9.060214913398545,3_to_4
34553,29,technician,single,secondary,no,577,yes,no,cellular,18,may,4,-1,0,unknown,0,1,0,8596.0,9.059168584174444,3_to_4
25523,39,admin.,single,secondary,no,113,yes,no,unknown,6,may,1,-1,0,unknown,0,1,0,8132.0,9.003685138166775,1
10487,37,admin.,single,secondary,no,-332,yes,no,unknown,23,may,2,-1,0,unknown,0,1,0,7687.0,8.947415950650129,2
10663,40,management,married,tertiary,no,0,no,no,cellular,14,oct,3,-1,0,unknown,0,1,0,8019.0,8.98969370086056,3_to_4
22924,43,blue-collar,married,primary,no,-77,yes,no,unknown,8,may,1,-1,0,unknown,0,1,0,7942.0,8.980046316633132,1
22135,29,blue-collar,single,secondary,no,7531,no,no,cellular,15,may,2,-1,0,unknown,0,1,0,15550.0,9.651880224221337,2
9200,28,technician,single,secondary,no,593,yes,no,unknown,19,jun,1,-1,0,unknown,0,1,0,8612.0,9.061027968789174,1
3956,34,blue-collar,married,secondary,no,45,yes,yes,cellular,18,jul,3,-1,0,unknown,0,1,0,8064.0,8.99528899055931,3_to_4
14283,43,technician,single,secondary,no,336,yes,no,unknown,9,may,1,-1,0,unknown,0,1,0,8355.0,9.030735122676456,1
30463,40,management,married,tertiary,no,89,yes,yes,telephone,9,feb,6,-1,0,unknown,0,1,0,8108.0,9.000729834944558,5_or_more
15593,47,services,married,primary,no,222,yes,no,unknown,7,may,1,-1,0,unknown,0,1,0,8241.0,9.016998311898762,1
23481,53,technician,divorced,secondary,no,1252,yes,no,unknown,26,may,1,-1,0,unknown,0,1,0,9271.0,9.134754385019587,1
12985,34,technician,single,tertiary,no,299,yes,no,unknown,21,may,2,-1,0,unknown,0,1,0,8318.0,9.026297334283887,2
10621,56,technician,married,secondary,no,150,yes,yes,cellular,11,may,6,349,1,failure,0,0,1,8169.0,9.008224187854049,5_or_more
8897,38,blue-collar,married,secondary,no,1556,yes,no,cellular,12,may,3,-1,0,unknown,0,1,0,9575.0,9.16701524723781,3_to_4
17751,31,services,single,secondary,no,78,yes,yes,cellular,7,jul,1,-1,0,unknown,0,1,0,8097.0,8.999372396592106,1
1055,33,management,married,secondary,no,-15,yes,no,unknown,13,may,3,-1,0,unknown,0,1,0,8004.0,8.987821625430815,3_to_4
3610,46,unknown,single,secondary,no,0,no,no,unknown,17,jun,4,-1,0,unknown,0,1,0,8019.0,8.98969370086056,3_to_4
9298,34,entrepreneur,married,secondary,no,-139,yes,yes,unknown,27,may,2,-1,0,unknown,0,1,0,7880.0,8.97221007835365,2
16033,56,blue-collar,married,secondary,no,345,yes,no,telephone,22,jul,1,-1,0,unknown,0,1,0,8364.0,9.031811613420924,1
14377,32,admin.,single,secondary,no,678,yes,no,cellular,4,feb,1,246,4,failure,1,0,1,8697.0,9.070848393157585,1
27214,52,blue-collar,single,secondary,no,288,yes,no,cellular,8,jul,2,-1,0,unknown,0,1,0,8307.0,9.024974184996003,2
22676,44,management,married,tertiary,no,254,yes,yes,cellular,11,may,2,300,3,failure,0,0,1,8273.0,9.020873347021357,2
25864,39,technician,married,secondary,no,5574,no,no,cellular,14,aug,2,-1,0,unknown,0,1,0,13593.0,9.517383797906584,2
29307,49,management,single,tertiary,no,1350,yes,yes,cellular,11,may,1,-1,0,unknown,0,1,0,9369.0,9.145268375232467,1
27325,40,blue-collar,married,secondary,no,1938,yes,no,cellular,7,may,1,-1,0,unknown,0,1,0,9957.0,9.206131527202128,1
21539,36,admin.,divorced,secondary,no,48,no,no,cellular,11,jul,10,-1,0,unknown,0,1,0,8067.0,8.995660899074103,5_or_more
28255,59,admin.,divorced,secondary,no,-41,yes,yes,unknown,20,may,1,-1,0,unknown,0,1,0,7978.0,8.984568369308281,1
31789,38,self-employed,single,secondary,no,592,no,no,cellular,6,may,1,-1,0,unknown,0,1,0,8611.0,9.060911858484253,1
4284,41,blue-collar,married,primary,no,3658,yes,no,cellular,9,apr,1,330,1,failure,0,0,1,11677.0,9.365462008843483,1
24465,56,retired,married,primary,no,-1,no,no,cellular,27,aug,23,-1,0,unknown,0,1,0,8018.0,8.989569004807029,5_or_more
3377,51,blue-collar,married,secondary,no,1440,yes,no,unknown,30,may,1,-1,0,unknown,0,1,0,9459.0,9.154827662045925,1
7392,26,admin.,single,secondary,no,141,yes,no,cellular,18,may,4,349,6,other,0,0,1,8160.0,9.007121989469242,3_to_4
10490,36,admin.,single,secondary,no,2556,yes,no,cellular,13,apr,1,-1,0,unknown,0,1,0,10575.0,9.266342562091468,1
4300,36,blue-collar,single,primary,no,20,yes,no,unknown,21,may,14,-1,0,unknown,0,1,0,8039.0,8.992184362173012,5_or_more
6819,47,housemaid,married,secondary,no,582,no,no,cellular,13,aug,1,-1,0,unknown,0,1,0,8601.0,9.059750013343681,1
9959,40,management,single,secondary,no,906,yes,no,cellular,5,may,4,-1,0,unknown,0,1,0,8925.0,9.096723645189215,3_to_4
35433,48,management,married,tertiary,no,13501,no,no,unknown,19,jun,2,-1,0,unknown,0,1,0,21520.0,9.976784481597585,2
35158,45,management,married,tertiary,no,1416,yes,yes,cellular,19,nov,1,-1,0,unknown,0,1,0,9435.0,9.152287440527566,1
1883,29,blue-collar,married,secondary,no,201,yes,no,unknown,28,may,2,-1,0,unknown,0,1,0,8220.0,9.014447135152134,2
375,53,technician,married,secondary,no,3398,no,yes,telephone,20,nov,6,113,13,other,0,0,1,11417.0,9.342946336524205,5_or_more
35337,36,technician,married,secondary,no,361,no,no,cellular,6,aug,4,-1,0,unknown,0,1,0,8380.0,9.033722518098907,3_to_4
12045,48,blue-collar,married,primary,no,5366,yes,no,unknown,21,may,3,-1,0,unknown,0,1,0,13385.0,9.501964663660587,3_to_4
6095,46,technician,married,secondary,no,2501,no,no,cellular,26,may,1,-1,0,unknown,0,1,0,10520.0,9.261128538808288,1
8107,46,management,divorced,tertiary,no,24598,yes,no,cellular,14,may,4,374,3,failure,0,0,1,32617.0,10.392619562216863,3_to_4
1765,37,technician,married,secondary,no,729,yes,no,cellular,15,jul,5,-1,0,unknown,0,1,0,8748.0,9.076694687106265,5_or_more
29782,52,blue-collar,married,primary,no,134,yes,no,cellular,15,may,2,295,3,failure,0,0,1,8153.0,9.006263883379198,2
5061,40,technician,single,secondary,no,398,yes,no,cellular,15,may,1,-1,0,unknown,0,1,0,8417.0,9.038127549330516,1
24925,38,management,single,tertiary,no,455,yes,no,cellular,19,feb,2,555,6,success,1,0,1,8474.0,9.044875932248651,2
19262,31,technician,single,tertiary,no,221,yes,no,unknown,19,may,3,-1,0,unknown,0,1,0,8240.0,9.016876974763383,3_to_4
3208,34,unemployed,single,secondary,no,9,yes,no,unknown,14,may,2,-1,0,unknown,0,1,0,8028.0,8.990815266184685,2
